age,race,gender,employment,education,married,person_living_in_house,salary,house_type,house_value,vehicle,house_rental_fee,house_loan_pmt,transport_use,transport_spending,public_transport_spending,house_utility,food_spending,kids_spending,personal_loan,education_loan,other_loan,investment
65,Skrull,F,Unemployed,High School,Yes,1,Less than 1K,Own house - one storey terrace,Below 100K,Did not own any vehicle,0,0,,0,0,0,0,0,0,0,0,0
34,Kree,M,Employed,High School,No,1,1K to 2K,Parent's house,,Local brand car,0,0,Own transport,450,0,400,200,0,0,0,0,0
70,Kree,M,Government retiree,High School,Divorcee,6,Less than 1K,Parent's house,,Did not own any vehicle,0,0,Public transport,0,100,0,0,0,460,0,0,0
29,Skrull,M,Employed,Diploma,No,3,3K to 4K,Own house - one storey terrace,100K to 200K,Did not own any vehicle,0,0,Own transport,300,0,450,500,0,0,140,0,0
59,Sapiens,M,Employed,High School,Yes,6,4K to 5K,Own house - one storey terrace,300K to 400K,Asia brand car,0,0,Own transport,500,0,0,0,0,0,0,0,0
32,Kree,F,Employed,Bachelor's Degree,Yes,3,10K or more,Own house - double storey terrace,400K to 500K,Local brand car,,1700,Own transport,300,,200,1000,1000,420,0,0,0
56,Skrull,F,Unemployed,High School,Yes,2,,Own house - one storey terrace,,Local brand car,0,0,Own transport,300,,600,1000,0,0,0,0,0
54,Skrull,M,Self-employed,High School,Divorcee,2,Less than 1K,Parent's house,Below 100K,Motorcycle,,0,Own transport,100,,30,0,0,,,,
70,Skrull,M,Unemployed,High School,Yes,3,1K to 2K,Own house - double storey terrace,300K to 400K,Asia brand car,0,0,Own transport,400,0,1500,30,0,0,0,0,0
29,Sapiens,M,Employed,Diploma,No,6,2K to 3K,Own house - double storey terrace,700K to 800K,Motorcycle,0,0,Own transport,400,0,500,1000,0,0,0,500,0
31,Kree,M,Employed,Diploma,No,6,Less than 1K,Parent's house,,Motorcycle,0,0,Own transport,70,0,400,500,200,0,100,0,0
34,Skrull,M,Unemployed,High School,Yes,2,1K to 2K,Rental house - flat,,Motorcycle,300,0,Own transport,400,0,150,200,0,0,100,0,0
29,Kree,M,Employed,Bachelor's Degree,Yes,2,3K to 4K,Rental house - flat,,Local brand car,1400,0,Own transport,700,0,200,300,0,0,100,0,0
31,Sapiens,M,Employed,Certificates,No,3,2K to 3K,Parent's house,,Did not own any vehicle,0,0,Own transport,400,0,200,1000,0,0,0,0,0
35,Skrull,M,Employed,High School,Yes,6,1K to 2K,Parent's house,,Motorcycle,500,0,Own transport,100,0,150,300,200,0,0,0,0
53,Kree,F,Unemployed,High School,Divorcee,4,Less than 1K,Own house - flat,100K to 200K,Local brand car,0,0,Own transport,200,0,120,400,100,0,0,0,0
70,Kree,M,Self-employed,High School,Yes,3,1K to 2K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,0,Own transport,150,0,150,1000,0,0,0,0,0
67,Skrull,M,Unemployed,High School,Yes,6,Less than 1K,Parent's house,,Local brand car,0,0,,0,0,0,0,0,0,0,0,0
27,Skrull,F,Employed,Bachelor's Degree,No,3,2K to 3K,Parent's house,,Local brand car,0,0,Own transport,1100,0,300,300,0,0,250,0,0
56,Sapiens,M,Unemployed,High School,Yes,5,Less than 1K,Rental house - kampung / wooden house,,Motorcycle,160,0,Own transport,100,0,200,500,150,0,0,0,0
61,Skrull,M,Employed,High School,Yes,4,2K to 3K,Rental house - single storey,200K to 300K,Local brand car,0,550,Own transport,450,0,450,700,0,0,0,0,0
58,Sapiens,M,Self-employed,High School,Yes,6,2K to 3K,Own house - bungalows,200K to 300K,Local brand car,,3000,Own transport,2100,,300,600,0,,,5000,
34,Sapiens,F,Unemployed,Diploma,Yes,4,3K to 4K,Parent's house,,Did not own any vehicle,0,0,,0,0,1300,2000,400,0,0,0,0
24,Sapiens,F,Unemployed,Certificates,No,1,Less than 1K,Parent's house,,Did not own any vehicle,0,0,Own transport,30,0,0,400,0,0,0,0,0
29,Sapiens,F,Employed,Bachelor's Degree,Yes,2,Less than 1K,Parent's house,,Asia brand car,0,0,Own transport,1000,0,200,1000,0,0,300,1200,0
47,Kree,M,Self-employed,High School,Divorcee,4,Less than 1K,Own house - one storey terrace,Below 100K,Did not own any vehicle,100,0,Public transport,0,300,50,100,0,0,0,0,0
40,Sapiens,M,Employed,Bachelor's Degree,Yes,3,,,,,,,,,,,,,,,,
55,Skrull,F,Unemployed,High School,Yes,4,1K to 2K,Rental house - single storey,,Motorcycle,250,0,Own transport,100,0,60,700,0,0,0,150,0
29,Kree,F,Employed,Bachelor's Degree,No,3,4K to 5K,Rental house - flat,Below 100K,Local brand car,500,,Own transport,580,,100,400,0,800,,380,400
38,Skrull,M,Self-employed,High School,Yes,5,4K to 5K,Own house - one storey terrace,200K to 300K,Local brand car,0,500,Own transport,300,0,300,600,300,0,0,0,0
47,Kree,M,Self-employed,High School,Yes,4,3K to 4K,Own house - kampung / wooden house,Below 100K,Asia brand car,0,0,Own transport,300,,150,500,1500,0,0,0,0
25,Sapiens,M,Self-employed,Bachelor's Degree,No,2,3K to 4K,Parent's house,,Asia brand car,0,0,Own transport,1400,0,200,500,0,0,220,0,0
70,Skrull,M,Unemployed,High School,No,2,Less than 1K,Rental house - kampung / wooden house,,Did not own any vehicle,120,0,Public transport,0,5,40,200,0,0,0,0,0
56,Skrull,F,Self-employed,High School,Divorcee,3,2K to 3K,Rental house - single storey,,Local brand car,600,0,Own transport,300,0,100,300,1200,0,0,0,0
29,Sapiens,M,Employed,Certificates,No,5,2K to 3K,Own house - kampung / wooden house,300K to 400K,Asia brand car,0,0,Own transport,200,0,50,500,0,0,0,0,0
29,Kree,M,Employed,Bachelor's Degree,Yes,2,4K to 5K,Rental house - flat,,Local brand car,750,0,Own transport,200,0,300,500,0,0,170,0,0
39,Kree,F,Unemployed,Bachelor's Degree,Yes,8,5K to 6K,Parent's house,Below 100K,Local brand car,0,0,Own transport,2000,0,500,1000,1000,0,0,0,0
76,Kree,F,Unemployed,High School,Divorcee,2,Less than 1K,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,0,0,,0,0,0,0,0,0,0,0,0
56,Skrull,F,Unemployed,High School,Yes,4,Less than 1K,Rental house - double storey terrace,,Did not own any vehicle,800,0,,0,0,100,200,200,0,0,0,0
68,Skrull,M,Unemployed,High School,Yes,3,Less than 1K,Own house - flat,Below 100K,Motorcycle,0,0,Own transport,200,0,150,700,0,0,0,0,0
58,Kree,F,Employed,High School,Yes,3,Less than 1K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,0,Own transport,100,0,50,300,50,0,0,0,0
34,Skrull,F,Employed,High School,Yes,4,1K to 2K,Own house - one storey terrace,Below 100K,Local brand car,0,0,Own transport,500,0,0,0,0,0,0,0,0
33,Kree,M,Employed,Bachelor's Degree,Yes,3,7K to 8K,Parent's house,,Local brand car,0,0,Own transport,1000,0,100,2000,0,700,0,1500,0
50,Others,F,Unemployed,High School,Yes,10 or more,Less than 1K,Own house - kampung / wooden house,Below 100K,Local brand car,0,0,Own transport,170,0,50,300,0,0,0,0,0
75,Sapiens,M,Private sector retiree,High School,Yes,2,Less than 1K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,0,Own transport,50,0,200,0,0,0,0,0,0
28,Kree,M,Employed,Diploma,Yes,5,1K to 2K,Parent's house,,Local brand car,0,0,Own transport,300,0,300,300,100,0,0,0,0
24,Kree,F,Employed,Bachelor's Degree,No,1,Less than 1K,Rental house - flat,,Did not own any vehicle,165,0,Public transport,0,100,100,300,0,0,18000,0,0
47,Skrull,F,Unemployed,High School,Yes,10 or more,1K to 2K,Parent's house,,Did not own any vehicle,0,0,,0,0,230,1000,500,0,0,0,0
29,Sapiens,F,Employed,High School,Yes,6,3K to 4K,Own house - flat,100K to 200K,Motorcycle,0,0,Own transport,0,0,300,2000,0,0,0,0,0
32,Sapiens,F,Self-employed,High School,No,5,3K to 4K,Parent's house,Below 100K,Europe brand car,0,0,,300,0,200,600,0,0,0,0,0
46,Skrull,M,Employed,Diploma,Yes,5,10K or more,Own house - double storey terrace,400K to 500K,Asia brand car,0,1800,Own transport,1000,0,500,600,300,1000,0,0,0
25,Sapiens,F,Employed,High School,No,4,1K to 2K,Parent's house,,Did not own any vehicle,0,0,Public transport,0,100,200,300,0,0,0,0,0
25,Sapiens,F,Unemployed,Bachelor's Degree,Yes,2,Less than 1K,Own house - condominiums,500K to 600K,Local brand car,2500,0,Own transport,600,0,300,300,0,0,350,0,0
65,Skrull,F,Unemployed,High School,Yes,1,Less than 1K,Own house - kampung / wooden house,,Did not own any vehicle,0,0,Public transport,0,50,80,200,0,0,0,0,0
64,Sapiens,F,Unemployed,High School,Yes,2,Less than 1K,Parent's house,,Asia brand car,0,0,,0,0,0,500,0,0,0,0,0
35,Others,F,Employed,Certificates,Yes,5,2K to 3K,Own house - double storey terrace,200K to 300K,Local brand car,0,800,Own transport,200,0,500,400,300,0,0,0,0
45,Skrull,F,Employed,Bachelor's Degree,Yes,8,3K to 4K,Parent's house,,Local brand car,0,0,Own transport,900,,300,600,800,0,0,0,0
64,Kree,F,Unemployed,High School,Yes,3,Less than 1K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,0,Own transport,30,0,300,0,0,0,0,0,0
76,Kree,M,Government retiree,Certificates,Yes,2,2K to 3K,Own house - kampung / wooden house,Below 100K,Local brand car,0,0,Own transport,300,0,150,300,0,0,0,0,0
34,Kree,M,Employed,Certificates,No,1,1K to 2K,Rental house - single storey,,Motorcycle,300,0,Own transport,200,0,150,300,0,0,200,0,0
56,Kree,M,Self-employed,High School,Yes,3,1K to 2K,Own house - kampung / wooden house,Below 100K,Asia brand car,0,150,Own transport,500,0,100,300,75,0,0,0,0
38,Sapiens,M,Unemployed,Diploma,Yes,4,,Parent's house,,Local brand car,0,0,,0,0,0,0,0,0,0,0,0
33,Sapiens,F,Employed,Bachelor's Degree,No,6,3K to 4K,Own house - one storey terrace,200K to 300K,Local brand car,0,1300,Own transport,100,0,500,500,0,0,0,0,0
33,Sapiens,M,Employed,High School,Yes,2,5K to 6K,Rental house - single storey,,Asia brand car,1000,0,Public transport,800,0,0,1000,800,0,0,0,0
25,Sapiens,F,Employed,Bachelor's Degree,No,4,1K to 2K,Own house - one storey terrace,200K to 300K,Did not own any vehicle,0,0,,0,300,100,300,0,0,0,0,0
69,Skrull,M,Unemployed,High School,Yes,3,Less than 1K,Parent's house,,Motorcycle,0,0,,0,0,500,2000,0,0,0,0,0
41,Kree,M,Employed,Bachelor's Degree,Yes,5,8K to 9K,Own house - kampung / wooden house,100K to 200K,Local brand car,700,0,Own transport,1500,0,300,200,500,0,0,0,0
44,Sapiens,F,Unemployed,High School,Yes,4,,Own house - double storey terrace,,Did not own any vehicle,0,0,Own transport,0,0,0,0,0,0,0,0,0
65,Sapiens,M,Government retiree,High School,Yes,3,Less than 1K,Own house - double storey terrace,200K to 300K,Local brand car,0,0,Own transport,200,0,500,600,400,0,0,0,0
51,Others,F,Employed,High School,Yes,4,1K to 2K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,0,,250,0,0,500,100,0,0,0,0
36,Kree,F,Employed,Bachelor's Degree,No,1,3K to 4K,Rental house - flat,,Local brand car,650,0,Own transport,600,0,200,600,0,600,0,0,0
59,Sapiens,M,Employed,Diploma,Yes,5,5K to 6K,Own house - flat,Below 100K,Local brand car,0,0,Own transport,350,0,0,0,0,0,0,0,0
36,Kree,F,Employed,Bachelor's Degree,No,1,5K to 6K,Rental house - condominiums,,Local brand car,400,0,Own transport,200,0,100,600,0,900,0,0,0
62,Kree,F,Unemployed,High School,Yes,5,1K to 2K,Parent's house,,Local brand car,0,0,Own transport,100,,400,500,60,0,0,0,0
58,Kree,M,Employed,High School,Yes,5,1K to 2K,Own house - kampung / wooden house,Below 100K,Local brand car,0,0,,1400,0,100,600,150,0,0,0,0
66,Skrull,M,Others,High School,Yes,2,1K to 2K,Own house - one storey terrace,Below 100K,Motorcycle,0,0,Own transport,40,0,130,1300,0,0,0,0,0
63,Skrull,M,Unemployed,High School,Yes,6,1K to 2K,Own house - one storey terrace,100K to 200K,Asia brand car,0,0,Own transport,300,0,30,1000,0,0,0,0,0
35,Kree,F,Unemployed,Diploma,Yes,4,1K to 2K,Own house - kampung / wooden house,,Motorcycle,0,0,Own transport,300,0,100,600,400,0,0,0,0
65,Sapiens,F,,,,,,,,,,,,,,,,,,,,
62,Kree,F,Unemployed,High School,Yes,1,Less than 1K,Own house - kampung / wooden house,,Did not own any vehicle,0,0,,0,0,60,300,0,0,0,0,0
29,Kree,M,Employed,Diploma,No,1,2K to 3K,Rental house - single storey,,Motorcycle,600,0,Own transport,40,0,50,300,0,0,170,0,0
58,Kree,M,Self-employed,Bachelor's Degree,Yes,6,10K or more,Own house - bungalows,More than 1M,Asia brand car,0,0,Own transport,4000,0,1000,1000,2000,0,0,0,0
26,Skrull,F,Employed,Bachelor's Degree,No,3,1K to 2K,Parent's house,,Did not own any vehicle,0,0,,0,0,150,700,0,0,48000,0,0
51,Skrull,F,Unemployed,High School,Yes,2,,Own house - flat,Below 100K,Local brand car,0,300,Own transport,400,0,100,0,0,0,0,0,0
52,Sapiens,M,Self-employed,High School,Yes,6,Less than 1K,Own house - kampung / wooden house,Below 100K,Local brand car,0,0,Own transport,200,0,60,300,100,0,0,0,0
67,Kree,F,Unemployed,High School,Divorcee,1,Less than 1K,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,0,0,,0,0,100,100,0,0,0,0,0
49,Sapiens,M,Employed,High School,No,3,Less than 1K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,0,Own transport,50,0,200,600,0,0,0,0,0
32,Sapiens,M,Employed,High School,No,6,1K to 2K,Rental house - flat,,Motorcycle,500,0,Own transport,150,0,150,500,200,0,0,150,0
30,Kree,M,Employed,Certificates,No,3,1K to 2K,Parent's house,,Motorcycle,,,Own transport,150,,150,200,100,,,,
28,Sapiens,M,Employed,High School,No,5,3K to 4K,Parent's house,,Local brand car,0,0,Own transport,1800,0,250,1000,0,0,0,0,0
51,Sapiens,F,Employed,High School,No,3,4K to 5K,Rental house - single storey,,Local brand car,500,0,Own transport,2000,0,300,1000,0,0,0,0,0
59,Skrull,M,Employed,High School,Yes,5,4K to 5K,Own house - double storey terrace,200K to 300K,Local brand car,0,900,Own transport,400,0,500,1500,800,0,0,0,0
56,Skrull,M,Self-employed,High School,Yes,7,2K to 3K,Own house - one storey terrace,Below 100K,Local brand car,0,0,Own transport,150,0,1000,0,500,0,0,0,0
52,Skrull,F,Unemployed,Diploma,Yes,3,1K to 2K,Own house - one storey terrace,Below 100K,Did not own any vehicle,0,0,,0,0,400,600,,0,0,0,0
28,Kree,F,Self-employed,Bachelor's Degree,No,1,Less than 1K,Parent's house,,Motorcycle,0,0,Own transport,300,0,200,700,0,0,0,0,0
63,Kree,F,Unemployed,High School,Yes,2,Less than 1K,Own house - kampung / wooden house,,Motorcycle,0,0,Own transport,50,0,150,300,0,0,0,0,0
52,Kree,F,Employed,Bachelor's Degree,Yes,2,7K to 8K,Own house - bungalows,300K to 400K,Asia brand car,0,820,Own transport,1500,0,350,1000,800,973,0,0,0
31,Sapiens,M,Employed,High School,No,4,1K to 2K,Own house - flat,Below 100K,Local brand car,,500,Own transport,500,,0,500,0,,,1000,
46,Sapiens,F,Unemployed,High School,Yes,6,Less than 1K,Own house - double storey terrace,100K to 200K,Asia brand car,0,0,Own transport,200,0,500,0,0,0,0,0,0
26,Sapiens,F,Employed,Bachelor's Degree,No,4,2K to 3K,Own house - one storey terrace,200K to 300K,Asia brand car,0,0,Own transport,800,0,150,500,0,900,300,700,0
45,Kree,F,Self-employed,High School,Yes,5,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,150,300,300,0,0,0,0
29,Sapiens,M,Unemployed,High School,No,4,Less than 1K,Parent's house,,Motorcycle,0,0,Own transport,30,0,0,400,0,0,0,0,0
67,Kree,M,Government retiree,Certificates,Yes,2,1K to 2K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,500,Own transport,150,,300,700,0,0,0,0,0
31,Sapiens,M,Employed,Diploma,No,3,4K to 5K,Own house - one storey terrace,500K to 600K,Asia brand car,0,0,,0,0,400,1500,0,0,0,0,0
25,Kree,F,Employed,High School,No,10 or more,Less than 1K,Parent's house,,Motorcycle,0,0,Own transport,200,0,20,200,0,0,0,0,0
61,Skrull,F,Employed,High School,Yes,5,1K to 2K,Own house - flat,100K to 200K,Did not own any vehicle,0,0,,800,0,150,700,0,0,0,0,0
64,Skrull,M,Self-employed,High School,Yes,2,1K to 2K,Rental house - flat,,Motorcycle,0,100,Own transport,100,0,150,100,0,0,0,0,0
49,Sapiens,M,Self-employed,Certificates,Yes,4,10K or more,Own house - condominiums,300K to 400K,Asia brand car,,1000,Own transport,1400,,200,2800,1500,,,,
30,Sapiens,F,Unemployed,Bachelor's Degree,Yes,4,,Rental house - condominiums,,Did not own any vehicle,2500,0,,0,0,0,0,0,0,0,0,0
54,Sapiens,F,Unemployed,High School,Yes,2,Less than 1K,Parent's house,,Local brand car,0,0,Own transport,0,0,0,800,0,0,0,0,0
31,Kree,F,Unemployed,Bachelor's Degree,Yes,5,,Rental house - condominiums,,Did not own any vehicle,1200,0,,0,0,0,0,0,0,0,0,0
57,Kree,F,Unemployed,High School,Yes,7,Less than 1K,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,0,0,Public transport,0,100,50,400,0,0,0,0,0
34,Kree,F,Employed,Diploma,No,2,2K to 3K,Own house - one storey terrace,Below 100K,Local brand car,,0,Own transport,500,,200,250,0,200,,,
76,Kree,F,Unemployed,High School,Yes,2,Less than 1K,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,0,0,,0,0,0,900,0,0,0,0,0
55,Kree,F,Unemployed,High School,Yes,3,1K to 2K,Own house - double storey terrace,Below 100K,Motorcycle,0,0,Own transport,150,,50,200,0,0,0,0,0
27,Kree,F,Employed,Bachelor's Degree,No,1,2K to 3K,Rental house - single storey,,Local brand car,500,0,Own transport,800,0,100,300,0,0,0,0,0
67,Kree,M,Private sector retiree,High School,Yes,4,Less than 1K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,0,Own transport,50,0,50,300,0,0,0,0,0
56,Kree,M,Employed,High School,Yes,9,Less than 1K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,0,Own transport,200,0,150,800,300,0,0,0,0
34,Sapiens,M,Employed,Bachelor's Degree,No,1,2K to 3K,Parent's house,,Asia brand car,0,0,,500,0,250,1000,0,0,0,195,0
47,Skrull,F,Private sector retiree,High School,Yes,4,Less than 1K,Parent's house,,Did not own any vehicle,0,0,Own transport,30,0,70,200,60,0,0,0,0
65,Skrull,F,Self-employed,High School,Yes,2,Less than 1K,Rental house - kampung / wooden house,,Did not own any vehicle,45,0,Public transport,0,50,60,300,100,0,0,0,0
28,Kree,M,Self-employed,High School,No,1,Less than 1K,Own house - kampung / wooden house,100K to 200K,Motorcycle,0,0,Own transport,100,0,50,500,0,0,0,0,0
34,Kree,F,Employed,High School,Yes,5,5K to 6K,Own house - condominiums,300K to 400K,Local brand car,0,600,Own transport,2500,0,100,500,500,250,0,0,600
59,Kree,F,Unemployed,High School,Divorcee,3,Less than 1K,Own house - one storey terrace,Below 100K,Local brand car,0,0,,90,0,100,400,0,0,0,0,0
24,Sapiens,M,Employed,High School,No,5,1K to 2K,Parent's house,,Local brand car,0,0,Own transport,900,0,0,600,0,0,0,0,0
30,Sapiens,M,Employed,Diploma,No,3,3K to 4K,Parent's house,,Europe brand car,0,0,Own transport,800,0,130,350,0,0,0,0,0
61,Kree,M,Unemployed,High School,Yes,5,Less than 1K,Own house - kampung / wooden house,Below 100K,Local brand car,0,0,Own transport,500,0,150,900,240,300,0,0,0
24,Kree,F,Unemployed,Diploma,No,5,Less than 1K,Parent's house,Below 100K,Did not own any vehicle,0,0,,0,0,200,300,200,0,163,0,0
65,Kree,M,Unemployed,High School,Yes,3,Less than 1K,Own house - kampung / wooden house,Below 100K,Local brand car,0,0,Own transport,600,0,80,500,0,0,0,0,0
74,Kree,M,Self-employed,High School,Yes,2,1K to 2K,Own house - one storey terrace,200K to 300K,Local brand car,0,0,,300,0,400,600,0,0,0,0,0
61,Kree,F,Employed,High School,Divorcee,2,Less than 1K,Parent's house,,Did not own any vehicle,0,0,Public transport,0,10,200,150,0,0,0,0,0
72,Kree,F,Unemployed,High School,Yes,1,Less than 1K,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,0,0,,0,0,300,300,0,0,0,0,0
42,Skrull,F,Employed,High School,Yes,9,3K to 4K,Parent's house,,Motorcycle,0,0,Own transport,1000,0,500,1000,200,0,0,0,0
65,Kree,M,Self-employed,High School,Yes,3,Less than 1K,Parent's house,,Motorcycle,0,0,Own transport,100,0,80,200,250,0,0,0,0
52,Kree,F,Unemployed,High School,Yes,5,Less than 1K,Own house - kampung / wooden house,Below 100K,Asia brand car,0,0,Own transport,0,0,200,500,0,0,0,0,0
62,Skrull,F,Unemployed,High School,Divorcee,2,Less than 1K,Own house - flat,Below 100K,Did not own any vehicle,0,125,Public transport,0,50,0,0,0,0,0,0,0
67,Skrull,F,Unemployed,High School,Yes,2,Less than 1K,Own house - one storey terrace,200K to 300K,Did not own any vehicle,0,0,,0,0,200,400,0,0,0,0,0
51,Sapiens,F,Unemployed,High School,Yes,1,Less than 1K,Own house - double storey terrace,200K to 300K,Asia brand car,0,1400,Own transport,200,0,300,1000,0,0,0,0,0
